ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,UIX Impact,Use,Mode,Intro,Link for more infos,Tags,Consequences ,Advice,Notes,Comment,Possible values,OS,
1713,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Configure use of hardware-based encryption for operating system drives,Registry,,HKLM:\Software\Policies\Microsoft\FVE,OSHardwareEncryption,,,,0,1,=,Medium,,0,Basic,This policy setting allows you to manage BitLocker's use of hardware-based encryption on operating system drives and specify which encryption algorithms it can use with hardware-based encryption. Using hardware-based encryption can improve performance of drive operations that involve frequent reading or writing of data to the drive.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::OSEDrive_Name,,,,"The ""Choose drive encryption method and cipher strength"" policy setting does not apply to hardware-based encryption. The encryption algorithm used by hardware-based encryption is set when the drive is partitioned. By default, BitLocker uses the algorithm configured on the drive to encrypt the drive. The ""Restrict encryption algorithms and cipher suites allowed for hardware-based encryption"" option enables you to restrict the encryption algorithms that BitLocker can use with hardware encryption. If the algorithm set for the drive is not available, BitLocker will disable the use of hardware-based encryption.  <br/><br/>Encryption algorithms are specified by object identifiers (OID). For example:  -> AES 128 in CBC mode OID: 2.16.840.1.101.3.4.1.2  -> AES 256 in CBC mode OID: 2.16.840.1.101.3.4.1.42   ",,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1714,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Use BitLocker software-based encryption when hardware encryption is not available,Registry,,HKLM:\Software\Policies\Microsoft\FVE,OSAllowSoftwareEncryptionFailover,,,,0,1,=,Medium,,0,Basic,"If hardware-based encryption is not available, BitLocker software-based encryption is used instead.<br/><br/> The encryption algorithm that is used by hardware-based encryption is set when the drive is partitioned. By default, BitLocker uses the algorithm that is configured on the drive to encrypt the drive. The Restrict encryption algorithms and cipher suites allowed for hardware-based encryption option of this setting enables you to restrict the encryption algorithms that BitLocker can use with hardware encryption. If the algorithm that is set for the drive is not available, BitLocker disables the use of hardware-based encryption. ",https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-group-policy-settings,,,,The Choose drive encryption method and cipher strength policy setting does not apply to hardware-based encryption. ,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1715,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Allow BitLocker without a compatible TPM,Registry,,HKLM:\Software\Policies\Microsoft\FVE,EnableBDEWithNoTPM,,,,1,0,=,Medium,,0,Basic,Requires a password or a startup key on a USB flash drive.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,,Héritage : 1711,Number : 1 (True) ; 0 (False),,
1716,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPM,,,,0,0,=,Medium,,0,Basic,Configure TPM startup,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,,Héritage : 1711,Number : 0 (Do not allow TPM) ; 1 (Require TPM) ; 2 (Allow TPM),,
1717,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup PIN,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMPIN,,,,0,1,=,Medium,,0,Basic,Configure TPM startup PIN,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,,Héritage : 1711,Number : 0 (Do not allow startup PIN with TPM) ; 1 (Require startup PIN with TPM) ; 2 (Allow startup PIN with TPM),,
1718,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMKey,,,,0,0,=,Medium,,0,Basic,Configure TPM startup key,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,,Héritage : 1711,Number : 0 (Do not allow startup key with TPM) ; 1 (Require startup key with TPM) ; 2 (Allow startup key with TPM),,
1719,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup: Configure TPM startup key and PIN,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseTPMKeyPIN,,,,0,0,=,Medium,,0,Basic,Configure TPM startup PIN and key,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,,Héritage : 1711,Number : 0 (Do not allow startup key and PIN with TPM) ; 1 (Require startup key and PIN with TPM) ; 2 (Allow startup key and PIN with TPM),,
1720,Administrative Templates: Windows Components,Cloud Content: Do not show Windows tips,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableSoftLanding,,,,0,1,=,Medium,2,0,Enterprise,"This policy setting prevents Windows tips from being shown to users.
->If you enable this policy setting, users will no longer see Windows tips.
->If you disable or do not configure this policy setting, users may see contextual popups explaining how to use Windows. Microsoft uses diagnostic data to determine which tips to show.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CloudContent::DisableSoftLanding,,,,"->If you disable or do not configure this policy setting, but enable the ""Computer Configuration\Administrative Templates\Windows Components\Data Collection and Preview Builds\Allow Telemetry"" policy setting with a level of ""Basic"" or below, users may see a limited set of tips.
->Also, this setting only applies to Enterprise and Education SKUs.",,Number : 1 (Enable);0 (Disable),At least Windows 10 or Windows 10 RT,
1721,Administrative Templates: Windows Components,Cloud Content: Turn off Microsoft consumer experiences,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium,2,0,Enterprise,"This policy setting turns off experiences that help consumers make the most of their devices and Microsoft account.
->If you enable this policy setting, users will no longer see personalized recommendations from Microsoft and notifications about their Microsoft account.
->If you disable or do not configure this policy setting, users may see suggestions from Microsoft and notifications about their Microsoft account.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CloudContent::DisableWindowsConsumerFeatures&Language=en,,,,This setting only applies to Enterprise and Education SKUs.,,Number : 1 (Enable);0 (Disable),At least Windows 10 or Windows 10 RT,
1722,Administrative Templates: Windows Components,Credential User Interface: Do not display the password reveal button,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,,,,0,1,=,Medium,2,0,Enterprise,"This policy setting allows you to configure the display of the password reveal button in password entry user experiences.
->If you enable this policy setting, the password reveal button will not be displayed after a user types a password in the password entry text box.
->If you disable or do not configure this policy setting, the password reveal button will be displayed after a user types a password in the password entry text box.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CredentialsUI::DisablePasswordReveal,,,,"->By default, the password reveal button is displayed after a user types a password in the password entry text box. To display the password, click the password reveal button.
->The policy applies to all Windows components and applications that use the Windows system controls, including Internet Explorer.",,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT or at least Internet Explorer 10",
1723,Administrative Templates: Windows Components,Credential User Interface: Require trusted path for credential entry,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnableSecureCredentialPrompting,,,,0,1,=,Medium,2,1,Basic,"This policy setting requires the user to enter Microsoft Windows credentials using a trusted path, to prevent a Trojan horse or other types of malicious code from stealing the user's Windows credentials.
->If you enable this policy setting, users will be required to enter Windows credentials on the Secure Desktop by means of the trusted path mechanism.
->If you disable or do not configure this policy setting, users will enter Windows credentials within the user's desktop session, potentially allowing malicious code access to the user's Windows credentials.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CredentialsUI::EnableSecureCredentialPrompting,,,"This policy affects nonlogon authentication tasks only. As a security best practice, this policy should be enabled.",,"Impossible à investiguer
Chemin d’accès approuvé ?",Number : 1 (Enable);0 (Disable),At least Windows Vista,
1724,Administrative Templates: Windows Components,Credential User Interface: Enumerate administrator accounts on elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnumerateAdministrators,,,,1,0,=,Medium,2,,,"This policy setting controls whether administrator accounts are displayed when a user attempts to elevate a running application. By default, administrator accounts are not displayed when the user attempts to elevate a running application.
->If you enable this policy setting, all local administrator accounts on the PC will be displayed so the user can choose one and enter the correct password.
->If you disable this policy setting, users will always be required to type a user name and password to elevate.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CredentialsUI::EnumerateAdministrators,,,,,,Number : 1 (Enable);0 (Disable),At least Windows Vista,
